baseline_start,baseline_end,min_val,drop_mag,recovery_mag,time_of_min,duration_below_95,mean_val,std_val,label
91.40001682616098,90.26674216693436,90.20007895168574,1.1999378744752391,0.0666632152486244,23,24,92.36796671157097,1.474974820278412,1
94.36652990472471,93.1999236378738,92.69994952350913,1.6665803812155815,0.49997411436466166,24,16,94.61985012266949,0.9599502995801841,1
98.39965442726647,97.03305851466966,96.69974243842655,1.699911988839915,0.3333160762431078,24,0,97.80768507585869,0.4088015346861985,1
95.1664884877082,93.89988739798436,93.59990292936554,1.566585558342652,0.2999844686188169,24,16,94.67584722347834,0.5515364908048445,1
93.39991328361968,81.23387650074585,78.0007105611876,15.39920272243208,3.2331659395582477,16,25,85.2083373938688,5.633742042634004,1
92.76661273875776,97.43303780616141,91.40001682616098,1.3665959125967788,6.03302098000043,8,17,93.8158917467711,2.2467802016342966,1
96.13310510881324,95.83312064019445,95.79978903257013,0.3333160762431078,0.033331607624319304,14,0,95.9757799208265,0.11756942062016223,0
86.90024979687888,87.30022908837061,84.00039993356374,2.89984986331514,3.299829154806872,15,25,85.74830943738264,1.1872447263610302,0
93.73322935986279,94.0332138284816,93.69989775223848,0.03333160762430509,0.333316076243122,1,21,94.29586689656118,0.48286629221871497,0
95.26648331058114,94.8665040190894,94.39986151234905,0.8666217982320887,0.46664250674035657,0,4,96.01577784997566,0.7351789116598487,1
94.8331724114651,92.0333173710229,91.99998576339858,2.8331866480665155,0.033331607624319304,23,16,94.43585964858329,1.4968206298081426,0
97.69969066715589,97.59969584428296,97.59969584428296,0.09999482287292949,0.0,2,0,97.6796917025813,0.07482927352833578,0
91.46668004140959,96.39975796980775,89.70010483732106,1.7665752040885252,6.699653132486688,7,14,93.83189091843076,2.9520964702672274,0
96.16643671643756,94.26653508185177,94.19987186660316,1.9665648498343984,0.06666321524861019,24,10,95.4238084985679,0.7360488432287207,1
95.19982009533253,90.86671110417198,90.40006859743163,4.7997514979009,0.46664250674035657,24,23,92.66395138727488,1.4970878113816004,0
98.46631764251508,74.03424925389449,73.5009435319055,24.965374110609574,0.533305721988981,24,19,85.56431896329646,8.883047504963335,1
96.23309993168618,96.63307922317794,94.29986668947609,1.9332332422100933,2.333212533701854,6,10,95.79978903257015,1.2049272426672863,1
95.46647295632702,92.66661791588483,92.59995470063619,2.866518255690835,0.06666321524863861,23,21,94.01588139251697,0.7947821017826455,1
90.6000582431775,91.50001164903392,89.30012554582932,1.2999326973481828,2.199886103204605,6,25,91.28802262454326,1.1282394196085712,0
93.56657132174125,91.13336396516648,90.40006859743163,3.1665027243096233,0.7332953677348542,24,25,93.29991846074674,1.0310625181916708,1
92.99993399212794,96.86640047654811,91.79999611765271,1.199937874475225,5.066404358895397,13,19,93.5239068639821,1.8356130008504967,1
96.19976832406188,95.73312581732152,95.59979938682426,0.5999689372376196,0.133326430497263,24,0,96.16377018782761,0.28687188474173864,0
93.83322418273572,94.2998666894761,93.79989257511141,0.03333160762430509,0.4999741143646901,1,25,94.01588139251695,0.15665713746155988,0
95.56646777919995,98.73297050350958,95.29981491820546,0.2666528609944976,3.433155585304121,0,0,97.01172628579013,1.3743581801714917,1
92.0333173710229,93.46657649886829,89.50011519157519,2.533202179447713,3.966461307293102,7,20,93.10392860791579,2.117526785545784,0
95.99977867831599,97.3663745909128,92.39996505489033,3.5998136234256606,4.966409536022468,12,13,95.09982527245958,1.6803891226238252,1
93.69989775223848,94.73317758859217,93.39991328361968,0.2999844686188027,1.333264304972488,2,19,94.57585240060541,0.6482133059922829,1
93.89988739798436,93.69989775223848,93.49990810649261,0.3999792914917464,0.1999896457458732,0,13,94.76384266760653,0.8744282833109405,0
97.56636423665866,95.89978385544306,94.99983044958665,2.5665337870720037,0.899953405856408,10,2,95.96378054208175,0.8535974168711531,0
96.26643153931049,97.1330533375426,94.79984080384078,1.4665907354697083,2.3332125337018255,13,2,95.91578302710275,0.6815393614302835,0
94.0332138284816,97.03305851466966,91.79999611765271,2.233217710828896,5.233062397016951,8,13,95.02782899999106,2.25545765399096,1
91.50001164903391,93.13326042262518,91.2000271804151,0.2999844686188027,1.933233242210079,5,25,91.92798949093007,0.665409761645331,1
96.69974243842655,96.66641083080223,95.89978385544308,0.7999585829834785,0.7666269753591592,11,0,96.50775237851052,0.322374376278579,1
96.09977350118895,95.79978903257013,95.79978903257013,0.2999844686188169,0.0,16,0,96.03977660746516,0.19998964574587064,0
78.60067949842522,96.93306369179675,72.00102118881148,6.599658309613744,24.93204250298527,15,22,79.13665174902415,7.896369250930342,1
92.39996505489033,92.26663862439308,91.99998576339858,0.3999792914917464,0.2666528609944976,24,25,92.68795014476439,0.23717119399618802,1
95.89978385544309,96.43308957743206,95.89978385544308,1.4210854715202004e-14,0.533305721988981,0,0,96.26776480361546,0.2572336450508676,0
93.99988222085729,93.89988739798436,93.49990810649261,0.49997411436467587,0.3999792914917464,17,25,93.82789112551583,0.1637474380718276,0
98.1996647815206,97.33304298328846,96.59974761555361,1.5999171659669855,0.7332953677348542,24,0,98.09167037281783,0.7109737385254288,0
