,0
std_val,1.0315239083458805
recovery_mag,0.7982403412188234
time_of_min,0.6748391940228224
baseline_end,0.2897414430448932
mean_val,0.13341312969102148
drop_mag,-0.04173494712675825
duration_below_95,-0.3089659057775495
min_val,-0.4502054753294237
baseline_start,-0.6910087818016972
