,0
std_val,2.041370372301067
mean_val,1.394844531211762
drop_mag,0.6962209943577972
time_of_min,0.07988257424868687
duration_below_95,0.0604293859912128
recovery_mag,-0.03884989648882998
baseline_start,-0.04270690382716303
min_val,-0.42635559536248546
baseline_end,-0.5819416285670079
